school,gender,age,geread,gevocab
2478,1,111,6.4,4.9
2478,2,103,12,3.5
2478,1,105,4.1,2.8
2478,1,96,2.9,3.8
2478,2,113,4.8,3.2
2478,2,110,2.5,2.6
2478,1,106,4.7,6.8
2478,1,117,3.7,4.9
2478,2,108,4.3,6.2
2478,1,106,1.7,2.7
2478,2,107,4.2,3
2478,1,106,6.2,4
2478,2,110,3.8,2.9
2478,2,104,4.4,3.7
2478,2,112,3.7,3.2
2478,2,114,3.9,2.3
2478,1,106,4.3,6.5
2478,1,105,4.3,3.9
2478,2,116,1.7,2.7
2478,1,103,2.4,2.6
2478,1,112,4.2,6.2
2478,1,105,4.1,2.9
2478,2,110,4.2,6.8
2478,2,104,3.1,8.9
2478,1,105,3.1,1.9
2478,2,105,4.3,6.3
2478,2,102,6.4,7.2
2478,1,102,4.9,7.3
2478,1,112,2.9,2.8
2478,1,101,3.6,4.1
2478,2,112,12,6.2
2478,1,108,3.2,2.2
2478,2,107,2.2,3.2
2478,2,108,5,2.7
2478,2,101,2,3.8
2478,1,111,3.9,2.6
2478,1,111,5.8,8.4
2478,2,110,1.2,2.6
2478,1,102,4.3,3.1
2478,1,111,5.8,3.6
2478,1,101,3.5,3.7
2478,1,112,4.3,11.2
2478,1,111,4.9,11.2
2478,1,109,12,3.4
2478,1,106,5,11
2478,2,102,6.5,7.4
2478,2,109,6.4,5
2478,2,107,7.6,6.2
2478,2,106,12,11.2
2478,2,102,4.4,6.2
2478,2,102,4.1,7
2478,1,102,12,9.2
2478,2,105,4.4,5.4
2478,1,111,6.4,11.2
2478,1,110,4.9,7.5
2478,2,105,4.7,6.7
2478,1,111,6.7,11.2
2478,2,102,3.1,3.5
2478,2,104,5.2,8.2
2478,2,104,4.4,4.2
2478,1,102,4.5,11
2478,2,109,6.4,3.2
2478,1,115,2.5,3.4
2478,1,109,2.9,2.5
2478,1,109,2.1,2.9
2478,2,103,3,3.6
2478,1,110,2.5,1.9
2478,2,105,2.1,2.6
2478,2,106,3.1,4.9
2478,2,104,4.3,3.5
2478,1,103,4.3,3.3
2478,2,111,4.8,8.2
2478,2,106,3.9,4.9
2478,1,112,3.4,5.2
2478,2,103,4,3.5
2478,2,106,4.7,5.2
2478,1,104,2.9,3.5
2478,2,104,4.3,7.2
2478,2,101,3.1,3.1
2478,1,106,3.2,3.1
2478,1,102,4.3,4.7
2478,2,109,3.1,3.1
2478,1,104,3.1,5.8
2478,2,101,2.3,4
2478,2,107,4.4,3.4
2478,2,111,2.9,3.9
2478,2,110,3.1,4.2
2478,2,107,6.4,6.5
2478,1,104,5,8.2
2478,2,116,2.1,2.7
2478,2,107,2,2
2478,1,106,4.9,3.2
2478,1,99,3.3,3
2478,1,101,12,5
2478,1,111,2.8,6.4
2478,2,109,4,4
2478,1,106,2.6,4.7
2478,1,102,3.4,4.6
2478,2,109,2.7,2.2
2478,1,105,4.5,5.2
2478,2,101,3.5,3.7
2478,1,98,3.9,4.2
2507,1,103,4.3,3.9
2507,2,104,4.8,6.2
2507,1,103,12,11
2507,1,101,6.4,5.5
2507,1,101,8.3,6.7
2507,2,107,5.8,7.5
2507,2,111,3.9,7.2
2507,1,109,6.4,5
2507,2,106,4.9,11
2507,1,106,12,7.5
2507,1,105,12,5.5
2507,1,108,12,4.9
2507,2,107,2.7,2.3
2507,1,108,6.4,5.2
2507,2,112,3.5,3.1
2507,2,101,4.9,5.4
2507,1,98,2.2,2.8
2507,1,112,12,11.2
2507,2,107,12,6.2
2507,1,109,4.9,7.3
2507,2,111,7,11
2507,2,106,2.6,4.3
2507,2,104,2.6,2.6
2507,2,112,6.4,9.2
2507,2,100,6.4,7.5
2507,1,109,3.6,5.5
2507,1,108,4.8,7.4
2507,2,100,12,5
2507,2,107,6.4,6.2
2507,2,109,4.4,3.6
2507,1,105,3.6,2.9
2507,2,103,3.1,5.2
2507,2,107,4.8,5
2507,1,109,12,11.2
2507,2,107,10.6,7.3
2507,2,110,4.9,3.4
2507,2,111,12,8.9
2507,1,100,4.9,11.2
2507,1,112,12,11
2507,2,106,4.6,6.7
2507,1,112,4.3,6.7
2507,1,97,4.4,11.2
2507,2,105,8.3,8.4
2507,1,104,4.2,3
2507,2,103,4.9,6.7
2507,2,103,3,4.9
2507,2,111,4.5,11.2
2507,2,114,4.6,7.5
2507,2,114,6.4,3.9
2507,1,103,4.5,6.7
2507,1,103,3.4,6.7
2507,1,106,7.8,7.2
2507,2,101,4.6,3.8
2507,2,103,6.4,6.2
2507,2,101,3.5,3.5
2507,1,100,4.9,6.7
2507,1,106,4.8,11
2507,2,112,6.4,11.2
2507,1,112,12,8.4
2507,2,111,4.9,3.5
2507,1,101,4.3,4
2507,2,106,4.7,4.5
2507,1,106,4.9,4.9
2507,1,112,4.4,4.7
2507,1,100,2.5,3.7
2507,1,102,4.9,11
2507,2,110,3.1,6.2
2507,2,105,2.5,2.6
2507,2,101,2,3.1
2507,2,109,6.4,9.3
2507,2,103,3.2,2.8
2507,1,110,5,11.2
2507,2,113,3.5,5
2507,1,108,6.4,7
2507,2,99,5.8,5.5
2507,2,104,4.4,11
2507,2,106,4.9,5.4
2507,1,100,5.8,6.2
2507,1,106,8.7,6.7
2507,2,107,3.9,10.9
2507,2,110,6.4,5.5
2507,2,109,12,6.2
2507,2,104,9.2,7.5
2509,2,108,12,11.2
2509,1,107,4,7
2509,1,110,6.2,6.2
2509,1,105,1.9,1.8
2509,2,104,5,4.9
2509,1,107,2.8,4.7
2509,1,102,12,10.9
2509,1,108,6.4,3.9
2509,2,104,5,6.2
2509,2,106,12,11.2
2509,2,107,6,7.5
2509,1,108,12,8.2
2509,2,101,3.9,4.7
2509,1,112,6.4,6.7
2509,1,97,1.9,2.4
2509,2,110,3.8,4.5
2509,2,111,7.8,11.2
2509,2,104,3.4,3.5
2509,2,111,2.8,5
2509,2,112,3.4,3.6
2509,1,112,12,8.4
2509,2,102,3.1,6
2509,1,105,5.8,5.7
2509,2,102,12,6.7
2509,2,103,4.3,4.7
2509,1,112,12,4.2
2509,1,98,12,11.2
2509,2,100,12,5.4
2509,2,110,6.3,5
2509,1,103,4.5,4
2509,2,98,7,4.3
2509,2,104,2.9,3.1
2509,1,101,3.5,7.3
2509,2,105,12,7.5
2509,1,101,6.4,2.9
2509,1,111,4.8,4.7
2509,1,111,6.4,7.5
2509,2,105,3.7,4
2509,2,102,4.4,3.9
2509,2,106,12,4.7
2509,2,109,3.3,3.5
2509,2,109,4.5,8.1
2509,1,108,3.5,5.5
2509,2,103,4.9,11.2
2509,1,109,10.6,11.2
2509,2,101,8.7,4.6
2509,2,106,3,2.7
2509,1,103,10.6,11.2
2509,1,102,3.5,4.3
2509,2,108,5.8,6.8
2509,2,97,4.4,4.9
2509,1,103,8.3,8.4
2509,1,107,4.7,11.2
2509,1,106,2.5,4
2509,2,115,1.2,2.3
2509,2,104,3.9,11
2509,2,108,2.8,4.3
2509,1,111,5,11
2509,2,109,3.5,4.2
2509,1,105,5.8,4.5
2509,2,109,4.9,5.5
2509,1,111,9.2,3.9
2509,2,103,4.7,8.4
2509,1,107,7.2,9.2
2509,2,109,7,6.7
2509,1,104,5.8,3.5
2509,2,109,4.8,4.6
2509,2,99,4.7,4
2509,1,110,2.9,3.6
2509,1,104,2.4,2.7
2509,1,106,7.8,5.7
2509,1,106,4.8,6.7
2509,2,103,2.9,2.6
2509,1,111,8.2,4.3
2509,1,111,8.7,4.6
2509,1,110,2.7,3.4
2509,2,109,12,11
2509,1,102,8.7,4.3
2509,2,101,6.4,6.2
2509,2,103,12,5
2512,2,109,6.2,6.5
2512,1,112,4.9,11.2
2512,2,105,6.4,5
2512,2,104,4.3,3.3
2512,2,107,12,3
2512,1,107,4.5,5
2512,1,100,4.2,3.8
2512,2,106,12,11.2
2512,2,106,4.3,6.7
2512,1,109,8.2,4.7
2512,2,102,2,4
2512,2,109,7.2,8.4
2512,2,107,8.2,7.5
2512,2,107,4.2,5
2512,1,110,5,6
2512,1,98,3.8,4.7
2512,2,105,6.4,4.2
2512,2,106,3.8,3.6
2512,2,105,3,5
2512,2,107,12,5
2512,1,104,3.1,5.2
2512,2,103,3.7,3.8
2512,1,103,3.3,4
2512,1,98,8.2,11
2512,2,112,3.1,4.4
2512,2,102,12,4.9
2512,1,111,6.3,3.5
2512,2,104,2.7,3.4
2512,2,101,3.2,4.7
2512,1,109,4.1,3.6
2512,1,102,2.9,5
2512,1,108,2.7,3.4
2512,1,115,4.9,6.7
2512,2,99,5.2,4
2512,1,101,8.7,4.6
2512,2,102,9.2,5
2512,1,103,2.5,3.7
2512,2,101,4.8,5
2512,2,101,8.7,4.9
2512,1,107,5.8,6.3
2512,2,109,4.2,11.2
2512,2,105,9.2,6.5
2512,1,109,6.3,8.2
2512,2,109,7.3,7.5
2512,2,109,6.3,6.7
2512,2,112,8.2,6.2
2512,2,102,4.5,7.2
2512,1,111,4.2,4.3
2512,1,103,7.8,8.2
2512,1,107,5.8,11.2
2512,1,100,12,11
2512,1,104,4.8,11.2
2512,2,107,4,5
2512,2,110,12,7.5
2512,1,107,4.9,5.4
2512,2,101,12,6.7
2512,2,111,9.2,7.5
2512,2,103,7.2,3.1
2512,2,111,8.2,7.5
2512,2,104,3.7,4.9
2512,1,109,12,11
2512,1,102,12,11.2
2512,2,107,4.6,6.7
2512,2,109,12,8.2
2512,1,102,4.2,3
2512,2,104,2.6,3.2
2512,2,105,4.1,6
2512,2,99,2.6,2.9
2512,1,107,8.7,6.8
2512,1,107,4.9,11.2
2512,2,107,8.7,2.9
2512,2,103,4.5,6.8
2512,2,100,4.6,11.2
2512,2,101,2.9,3.6
2512,2,113,6.4,4.1
2512,2,109,3.2,4.8
2512,2,109,6.3,6.2
2512,1,101,7.2,2.9
2512,1,103,3.9,11.2
2512,1,112,4.9,3.3
2512,2,113,4.9,5.5
2512,1,102,5.8,5
2512,1,112,3.3,7.2
2512,1,106,3.7,2.5
2512,2,109,12,3.5
2512,1,104,9.2,4.5
2512,2,107,4.7,3.2
2512,1,102,4.3,2.8
2512,1,105,8.7,6.7
2512,1,109,4.9,4
2512,2,111,2.9,4.5
2512,2,103,4.9,3.7
2512,1,109,9.2,11
2512,1,109,6.6,5
2512,2,102,3.1,2.3
2512,2,106,6.4,11.2
2512,1,105,8.7,4.2
2512,2,105,8.3,4.9
2512,1,107,4.2,3.9
2512,2,115,10.6,4.7
2512,2,111,4.4,6.7
2512,1,102,8.2,11
2512,2,103,8.3,7
2512,2,104,4.4,3.1
2512,2,104,3.8,3.3
2512,1,101,6.3,4.7
2512,2,111,12,11.2
2512,2,102,3.8,11
2512,2,111,4.9,5
2512,2,111,12,6.2
2512,1,107,5.8,11.2
2512,1,109,10.6,7.5
2512,1,107,4.9,11.2
2512,2,103,7.3,4.1
2512,1,106,4.1,4.1
2512,1,102,3.1,4.7
2512,2,110,3.7,8.9
2512,2,109,3.5,5.2
2512,1,101,3.3,2.5
2512,1,104,5.8,5.2
2512,2,101,7.2,3.4
2512,2,110,4.8,3.9
2512,2,101,5,7.5
2512,2,102,2.1,4.3
2512,2,106,3.1,4.7
2512,1,109,4.1,11.2
2512,1,104,3.2,3.7
2512,2,104,2.8,2.3
2512,2,103,4.4,4.6
2581,2,104,6.6,5
2581,2,104,3.6,6.3
2581,2,112,6.4,10.9
2581,2,109,5,3
2581,1,108,4.8,3.1
2581,2,107,4.9,5.2
2581,1,107,3.4,4
2581,1,103,12,5.5
2581,1,107,12,6.7
2581,2,104,5,6.2
2581,1,109,3,6.3
2581,1,112,5.8,2.9
2581,1,110,3,3.1
2581,2,111,4.6,7.5
2581,1,114,3.2,5.5
2581,1,103,3.9,9.3
2581,2,104,4.6,6.8
2581,1,110,4.8,2.9
2581,2,109,4.2,7.5
2581,2,109,6.4,5.8
2581,2,104,3.3,1.9
2581,1,105,2.1,3.2
2581,1,101,3.8,2.9
2581,1,100,2.9,1.3
2581,1,102,4.7,4.4
2581,1,112,3.7,4.4
2581,2,102,6.4,10.9
2581,1,102,2.9,2.9
2581,2,104,3.4,2.7
2581,1,100,6.4,7.2
2581,1,108,5.8,8
2581,1,112,4.8,3.4
2581,2,112,2.2,3.7
2581,1,112,6.4,1.4
2581,1,109,3.3,3
2581,1,111,2.7,2.1
2581,2,103,5.8,2.8
2581,1,111,8.3,11.2
2581,2,105,3.3,3.8
2581,2,101,2.8,2.8
2581,2,107,4.3,4.4
2581,2,101,3,2.6
2581,1,107,6.4,3.4
2581,2,106,4.9,4.1
2581,2,108,12,9.3
2581,1,106,4.3,8.4
2581,1,112,3.9,3
2581,1,102,3,3.5
2581,2,110,3.3,4.6
2581,1,108,6.4,5.4
2581,2,109,4.4,6.7
2581,2,110,3.5,4.7
2581,1,104,4.6,11.2
2581,1,109,4.9,6.7
2581,2,124,3.5,2.7
2581,1,104,2.7,5.7
2581,2,111,5.8,11.2
2581,1,103,6.4,3.1
2581,1,102,4.8,5.5
2581,1,111,6.4,3.2
2581,2,107,4.9,2.8
2581,2,104,2.9,1.7
2581,2,103,3.1,4.3
2587,2,108,3.5,3.9
2587,1,103,3.1,2.7
2587,1,114,4.3,2.9
2587,2,111,6.4,3.7
2587,2,109,3.9,2.6
2587,2,110,2.7,2.9
2587,1,107,4.2,4.3
2587,1,98,2.7,2.5
2587,1,117,3.2,3
2587,1,102,3.9,11.2
2587,1,114,1.9,1.3
2587,2,109,8.2,11.2
2587,2,107,7.2,3.5
2587,2,107,3.9,2.9
2587,2,112,4.7,4.8
2587,2,108,4.9,4.2
2587,1,109,5,6.7
2587,2,112,6.4,5
2587,1,106,2.7,2.2
2587,1,119,3.9,4.3
2587,2,104,3.8,6.2
2587,1,101,8.7,4.7
2587,1,102,3,3.5
2587,1,114,2.1,3.8
2587,2,102,4.6,6.7
2587,2,106,3.7,3
2587,2,113,2.5,4
2587,2,105,2.1,2.5
2587,2,103,3.3,6.7
2587,2,105,2,2.9
2587,2,107,6.4,5.4
2587,2,106,2.8,3.9
2587,2,105,3.4,4
2587,2,113,4.2,3.1
2587,1,111,6.4,11
2587,2,109,2.9,2.9
2587,1,105,3.8,4
2587,1,112,2.8,2.7
2587,2,104,5.2,3
2587,1,105,2.8,2.4
2587,1,104,4.9,6.7
2587,1,108,2.1,3.4
2587,1,112,4.8,6.2
2587,2,106,4.3,3.1
2597,1,109,6.4,6.6
2597,2,124,4.7,5
2597,1,112,5,8.2
2597,1,101,3,2.6
2597,1,108,3.1,4
2597,2,102,3.9,6.2
2597,2,104,3.2,3.4
2597,1,110,2.7,2.6
2597,2,109,4.5,4.7
2597,1,101,2,2.4
2597,2,110,6.4,5.1
2597,2,102,4.9,6.2
2597,2,109,4.6,4.1
2597,1,110,2.8,5.1
2597,1,107,2.9,2.6
2597,1,111,4.8,6.7
2597,1,111,6.4,5.4
2597,1,102,3.5,2.5
2597,1,106,2.3,1.7
2597,1,110,3.5,4
2597,2,102,3.5,6.7
2597,2,109,4.1,4.7
2597,1,118,2.9,3.9
2597,2,123,1.1,1.1
2597,2,110,4.6,4.5
2597,2,98,3.2,3.1
2597,2,111,3,3.1
2597,1,102,3.7,3.3
2597,2,111,4.9,3
2597,2,109,4.3,3.8
2597,1,102,3.5,3.1
2597,1,122,2.4,3.6
2597,1,106,5.2,2.9
2597,2,111,2.8,5
2597,2,112,5.8,9.2
2597,2,108,2.9,3.1
2597,1,110,4.7,3.8
2597,2,105,5.8,2.1
2597,1,114,2.5,4.7
2597,1,106,5.8,5.2
2597,2,103,3.1,2.7
2597,1,115,4.5,2.5
2597,2,120,1.6,2.6
2597,2,110,5,6.2
2597,1,105,5,5.1
2597,1,104,5.8,4.1
2597,1,110,3.7,5
2597,1,105,4.3,2.8
2597,1,112,5.8,5
2597,1,107,3.5,2.8
2597,2,102,2.7,3.7
2597,1,101,2.8,2.7
2597,2,108,4.7,3.4
2597,1,105,2,2.5
2597,1,111,0,2
2597,1,106,3.5,3.2
2597,1,112,5.4,6.2
2597,1,101,3.7,4.2
2597,2,101,4.9,2.8
2597,2,115,2.7,3.9
2597,2,106,4.9,5.1
2597,2,102,4.8,3.3
2597,1,107,2.7,2.7
2597,2,97,3.1,3.6
2597,2,115,5,7.5
2597,1,113,2.7,3.1
2597,1,108,3.1,3.5
2597,2,114,3.8,4.2
2597,2,102,3.6,4.7
2597,1,104,7.6,3.9
2597,2,120,2.8,2.6
2597,2,110,4.5,3.1
2597,1,120,7,3.8
2609,1,108,4.8,3.2
2609,1,104,4.8,11
2609,1,111,4.8,6.7
2609,1,106,3,2.5
2609,1,104,6.4,11.2
2609,2,101,3,2.4
2609,1,106,4.4,4.9
2609,1,102,6.4,7.3
2609,2,106,4.4,2.5
2609,2,106,3.5,6.2
2609,2,104,6.4,6.2
2609,2,103,4.3,4.4
2609,2,102,4.5,10.9
2609,2,110,4.2,4
2609,2,109,7.8,11.2
2609,1,109,12,8.4
2609,2,109,4.3,2.7
2609,2,110,5,6.9
2609,1,98,4.5,5
2609,2,101,3,3.6
2609,2,113,4.7,7.5
2609,2,110,4.9,4.4
2609,2,114,2.9,2.3
2609,1,112,4.2,4.2
2609,1,112,6.4,5.4
2609,2,115,1.3,1.8
2609,1,109,2.8,2
2609,2,106,2.8,2.5
2609,2,103,5,6.9
2609,1,102,4.3,3.5
2609,2,115,3.5,6.7
2609,1,106,4.1,5.1
2609,1,99,4.9,4.4
2609,2,103,3,7.5
2609,1,117,3.1,2.6
2609,1,107,2.4,3
2609,1,112,3,4.9
2609,2,108,1.3,2.7
2609,1,108,3.4,4.8
2609,2,107,4.8,6.2
2609,1,109,2.5,2.9
2609,2,108,3.6,3.3
2609,2,116,6.4,5
2609,2,110,4.7,11
2609,1,101,3.4,4.4
2609,2,107,3,2.6
2609,1,109,4.7,11.2
2609,1,103,2.9,3.7
2609,2,111,4.2,5.7
2609,2,104,12,8.4
2609,2,101,6.4,4.6
2609,1,113,4.5,4.4
2609,2,112,2.8,1.9
2609,2,105,4.3,5
2609,1,111,2.1,4.3
2609,1,108,4.8,6.7
2609,1,99,4.3,4.6
2609,2,111,4.8,4.9
2609,1,103,4.2,2.9
2609,1,103,4.3,11.2
2609,1,105,3,3.9
2609,1,107,4.6,3.6
2609,2,112,2.7,2.4
2609,2,101,3.8,3.6
2609,2,108,6.6,5.1
2609,2,108,3.9,2.5
2609,2,112,5.8,6.3
2609,2,112,6.3,4
2609,2,112,4.5,3.2
2609,2,104,5,2.9
2609,2,110,4.6,7.6
2609,1,104,2.8,2.5
2609,1,104,3.9,5.2
2609,2,106,3.9,2.9
2609,2,108,8.7,11.2
2609,1,108,9.2,3.5
2609,2,108,3.3,2.8
2609,1,111,12,4.7
2609,2,107,2.9,5
2609,2,110,4.8,4.4
2609,1,107,3.1,5.2
2609,1,112,6.4,8.9
2609,1,101,6.7,4.6
2609,2,116,4.2,3.1
2609,1,104,9.2,7.2
2609,1,103,3.4,4.6
2586,2,109,3.7,3
2586,2,101,4.3,4.2
2586,2,108,5.2,7.3
2586,2,119,4.1,3.6
2586,2,105,4.5,4.9
2586,1,104,4.3,2.9
2586,2,102,3.5,2.5
2586,1,110,2.3,2.5
2586,2,105,9.2,3
2586,2,102,5,4.7
2586,2,112,5.8,4.5
2586,2,105,3.7,3.5
2586,2,107,3.3,6.9
2586,1,102,3.1,7.2
2586,2,106,12,7.5
2586,2,108,5.8,4.5
2586,2,112,4.9,8.9
2586,2,113,7.2,5
2586,2,104,2.9,3.1
2586,1,101,4.5,3.9
2586,2,102,3.9,4
2586,1,106,5.8,11.2
2586,2,102,3,2.9
2586,1,106,5.8,3.9
2586,1,106,4.1,7.3
2586,1,102,3.6,2.8
2586,1,111,2.5,2.7
2586,1,104,4.4,7.4
2586,1,114,4.1,5.1
2586,2,109,3.7,2.4
2586,2,108,3,1.7
2586,1,113,3.1,3.6
2586,2,102,4.9,3.4
2586,2,110,2.8,3
2586,2,104,5.2,4.7
2586,2,112,8.2,8.9
2586,1,108,4.8,4.8
2586,2,105,2.8,2.4
2586,2,111,2.4,1.4
2586,2,115,2.9,1.9
2586,1,109,12,7.2
2586,1,102,5.2,11.2
2586,2,105,6.4,2.8
2586,2,103,12,10.9
2586,2,103,3.2,2.8
2586,1,100,6.3,3.1
2586,1,111,3.9,2.6
2586,1,108,2.5,2.4
2586,1,111,5.8,6.2
2586,1,111,4.8,6.7
2586,1,112,3,3.3
2586,1,109,2.1,2.2
2586,2,115,2.2,2.4
2586,1,114,4.9,3.8
2586,2,108,4.8,4.3
2586,2,110,4.3,4.5
2586,1,104,3.1,2.5
2586,2,114,4.9,3.1
2586,2,110,2,1.9
2586,2,109,2.9,3.3
2586,1,108,4.4,4
2586,2,103,4.7,3.2
2586,2,113,4.3,4.5
2586,2,108,8.2,6.2
2586,2,95,6.4,4.7
2586,1,110,2.8,2.7
2685,1,101,6.4,4.3
2685,2,112,5.2,10.9
2685,1,106,3,2.2
2685,2,103,2.7,2.8
2685,1,114,2.9,3.9
2685,1,113,4.2,8.9
2685,2,104,4.3,4
2685,1,106,2.7,3.6
2685,2,118,2.5,2.2
2685,2,108,4.9,4.5
2685,1,109,3,7.2
2685,1,111,2.5,3.8
2685,2,110,3.1,6.9
2685,1,104,12,5.1
2685,2,110,4.6,4.6
2685,1,105,4.3,6.2
2685,1,99,5,6
2685,2,111,10.6,11
2685,2,107,6.4,3.8
2685,2,108,2.6,3.1
2685,1,109,10.6,7.4
2685,2,113,3.4,3
2685,2,109,4,2.9
2685,2,112,4.2,6.6
2685,1,112,4.3,4.1
2685,1,103,5,7.5
2685,1,104,4.7,9.3
2685,1,108,5.4,4
2685,2,107,3.7,5.1
2685,2,112,5.8,11.2
2685,1,110,2.6,3
2685,1,109,12,3.6
2685,1,116,2,3.2
2685,2,107,4.9,4.7
2685,1,103,3.1,4.1
2685,1,111,5,4.9
2685,2,116,2.7,2.6
2685,2,107,7.8,3.5
2685,2,105,3.8,2.4
2685,1,112,3.3,3
2685,2,109,4.9,4.5
2685,2,108,2.6,3.5
2685,1,106,3.9,2.3
2685,1,108,6.4,11.2
2685,2,101,3,3
2685,2,106,6.3,3.9
2725,2,105,4.4,3.8
2725,1,108,8.3,3.6
2725,2,103,4.9,5.1
2725,2,106,6.4,4.3
2725,2,104,4.9,8.2
2725,2,107,4,4.7
2725,1,112,6.2,11.2
2725,2,111,2.9,3.6
2725,1,111,2.5,2.3
2725,1,104,4.2,9.2
2725,1,111,2.3,3
2725,1,109,3.9,4.5
2725,1,108,3.5,3.5
2725,2,103,3.3,6.7
2725,1,101,6.4,11.2
2725,1,99,2.9,2.6
2725,1,106,4.4,8.4
2725,2,101,6.4,7.4
2725,2,109,2.8,2.7
2725,1,110,3.5,2.6
2725,2,103,4.4,4.1
2725,2,109,4.6,3
2725,2,111,5.2,4
2725,1,102,4.3,5.4
2725,2,105,4.9,4.2
2725,2,110,8.3,4.8
2725,1,112,4.4,2.6
2725,1,103,4.4,6.8
2725,1,107,8.2,5
2725,1,106,4.3,3.8
2725,2,105,3.9,3.1
2725,2,107,2.5,3.1
2725,2,111,8.9,4.5
2725,1,101,4.8,3.5
2725,2,111,5.8,6.2
2725,2,101,5,3.5
2725,2,109,12,11
2725,2,107,4.6,3.14
2725,1,107,5,6.6
2725,2,107,7.8,3.4
2725,2,109,4.1,6.2
2725,1,108,2.5,2.2
2725,2,113,4.9,4.1
2725,2,110,2.7,3.3
2725,2,104,2.4,2.4
2725,1,106,12,11.2
2725,2,112,4.3,5.1
2725,2,107,3.1,3.7
2725,1,112,2.2,3.1
2725,2,110,4.9,6.7
2725,1,110,2.9,2.5
2725,2,110,6.4,6.2
2751,2,109,4.5,5
2751,2,108,4.8,8.4
2751,1,111,3.1,3
2751,2,102,6.3,3.5
2751,2,108,4.9,11.2
2751,1,112,3,2.8
2751,1,111,4.8,5.7
2751,2,102,2.6,2.7
2751,1,101,3.7,5.4
2751,1,103,3.1,3.9
2751,1,108,4.5,4.5
2751,2,103,4.1,5.1
2751,1,109,3.9,3.2
2751,1,102,5.8,7.2
2751,1,111,2.9,6
2751,1,98,3.2,3.8
2751,1,105,3.2,5.5
2751,2,103,3,6
2751,1,105,9.2,8.4
2751,1,102,2.5,2.9
2751,1,112,2.6,4.2
2751,2,113,4.5,7.5
2751,2,116,3.1,2.5
2751,1,101,3.7,4
2751,2,112,10.6,6.7
2751,2,107,4.8,6.2
2751,1,102,4.8,6.7
2751,1,110,3.6,3.9
2751,1,112,7.2,5.1
2751,1,102,5.8,5
2751,2,101,12,4.7
2751,2,102,3.1,6
2751,2,109,10.6,7.3
2751,2,111,3.7,3.2
2751,1,106,2.1,11.2
2751,2,108,4.8,6.7
2751,1,107,12,3.4
2751,1,104,3.1,2.9
2751,1,100,3.3,3.7
2751,2,110,12,6.7
2751,2,110,2.9,3.9
2751,1,112,4,6.8
2751,2,101,6.3,11.2
2751,1,104,12,10.9
2751,2,110,7.8,3.3
2751,1,99,4.2,6
2751,1,107,6.2,3.6
2751,1,100,2.8,3.5
2751,2,112,8.7,5.2
2751,1,101,5.8,8.2
2751,1,102,2.8,3
2751,2,107,3.9,2.9
2751,2,111,4.2,5.4
2751,1,103,3.7,3.6
2751,2,107,4.2,4.6
2751,1,109,3.7,4.7
2751,2,106,6.4,11
2751,2,107,3.3,6.7
2751,1,101,8.7,11.2
2751,1,112,2.7,3
2751,1,107,4.2,7.5
2751,1,107,8.7,9.2
2751,1,112,12,4.9
2751,2,105,12,11.2
2751,1,98,4.8,4.9
2751,2,107,6.4,5
2751,1,108,6.4,4
2751,1,102,4.9,11
2751,2,106,3.7,3.1
2751,2,109,3.5,3.1
2751,2,108,5,6.2
2751,1,107,9.2,4.2
2751,2,101,4.9,6.7
2751,1,102,12,11.2
2751,1,109,5.2,6.7
2751,2,108,2.1,2.1
2751,2,101,4.4,2.7
2751,1,103,3,2.8
2751,1,112,6.4,6.2
2751,1,110,3.9,4.33
2751,2,110,6.4,6.2
2761,1,108,3.7,3.6
2761,1,102,2.7,3.2
2761,1,108,4.2,11
2761,2,106,4.9,11
2761,1,101,4.8,6.2
2761,2,111,2.2,3.3
2761,1,101,7,4.5
2761,1,107,12,5.4
2761,2,104,4.4,3
2761,1,108,8.7,3.9
2761,2,111,7.8,8
2761,1,111,4.9,5.5
2761,1,110,4.4,4
2761,1,107,6.3,8.4
2761,1,108,8.7,5
2761,1,108,4,4.4
2761,2,106,4.5,2.6
2761,2,109,6.4,7.5
2761,2,111,4.9,6.8
2761,2,111,4.3,11
2761,2,109,10.6,11.2
2761,1,105,4.3,4.7
2761,2,105,2.7,2.9
2761,2,108,3.8,6.2
2761,1,115,3.3,4.4
2761,1,112,4.8,4.9
2761,1,107,4.3,11.2
2761,2,107,4.3,11.2
2761,2,106,2.8,4.7
2761,2,108,4.5,6.2
2761,1,103,3.7,5
2761,1,110,3.7,4.1
2761,1,105,8.7,6.3
2761,2,101,2.9,3.3
2761,2,101,5,5.5
2761,2,111,4.4,5.5
2761,2,103,5.8,5
2761,1,106,10.6,11.2
2761,2,112,6.4,4.6
2761,1,110,6.4,5.5
2761,1,115,2,4.4
2761,1,102,4.9,3.4
2761,2,102,8.2,5
2761,1,102,6.6,4.2
2761,1,108,5,3.8
2761,1,105,7,6.7
2761,1,109,2.7,2
2761,1,101,8.2,6.7
2761,1,95,4.4,3.7
2761,1,111,2.7,2.1
2761,1,112,6.4,6.3
2761,2,109,10.6,11
2761,1,107,4.2,3.5
2761,2,113,2,3.2
2761,2,106,12,6.7
2761,2,106,4.3,3.5
2761,2,111,10.6,7.4
2761,2,119,3.1,3.1
2761,1,112,1.6,3
2761,1,102,4.7,4.8
2761,1,102,3.5,3.4
2761,1,105,3.1,5
2761,1,111,5.8,4.8
2761,1,101,2.7,3.1
2761,2,108,4.5,4.1
2761,1,113,3.6,6.3
